epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,66.518,3.67255,7.96053,4.48341,0,0,0,0,5.42754,9.22297,4.16062,2.352e-05,2.352e-05,2.352e-05
2,110.791,3.37035,7.26513,4.50801,0,0,0,0,5.42843,9.23026,4.1623,3.54564e-05,3.54564e-05,3.54564e-05
3,150.561,3.32741,6.97523,4.40073,0,0,0,0,5.42931,9.24632,4.1639,2.79888e-05,2.79888e-05,2.79888e-05
